"regulatoryGene" "targetGene" "weight"
"Aldoc" "Nop14" 0.510836471455629
"Agpat5" "Gm26572" 0.510835997995253
"Aldoc" "Parp6" 0.510831991313441
"Aldoc" "Gm26735" 0.510828941477731
"Agpat5" "Aph1c" 0.510822936426793
"Aldoc" "Gpr19" 0.510819257905595
"Agpat5" "Map3k14" 0.510813443814637
"Aldoc" "Kcna2" 0.51080709231509
"Aldoc" "Uhrf2" 0.510804374553142
"Agpat5" "Mrpl4" 0.510803300733309
"Aldoc" "X2610203C20Rik" 0.510802392387143
"Aldoc" "Tram2" 0.510797953672862
"Agpat5" "Klra5" 0.510791306826501
"Agpat5" "Gm26876" 0.510788134518386
"Aldoc" "Slc45a2" 0.510787060173903
"Aldoc" "Gm17541" 0.510784519170035
"Aldoc" "Ky" 0.510781425998793
"Agpat5" "Dyrk3" 0.510774033533204
"Agpat5" "Cd27" 0.510771803636773
"Aldoc" "Dnah5" 0.510767468835683
"Agpat5" "Txndc9" 0.510766861074799
"Agpat5" "Tfg" 0.510765925830864
"Agpat5" "Hist1h4d" 0.510765790445604
"Agpat5" "Fam78b" 0.510760842151343
"Agpat5" "X4930453N24Rik" 0.510760426974653
"Agpat5" "Gm20505" 0.510760139536192
"Aldoc" "Gm14455" 0.510756598427732
"Aldoc" "Nup155" 0.510749728007629
"Aldoc" "Ptges3" 0.510747282255614
"Aldoc" "Cyp2j5" 0.510746925394228
"Aldoc" "Focad" 0.510746873127572
"Agpat5" "Atp8b1" 0.510745043296807
"Agpat5" "Sycp1" 0.510742636278223
"Agpat5" "Ccbl1" 0.510740014553699
"Agpat5" "Gm5456" 0.510733780166996
"Aldoc" "Dvl2" 0.510733596601253
"Agpat5" "Pbdc1" 0.510731650677188
"Aldoc" "Mrm1" 0.510727536632962
"Agpat5" "Slc25a2" 0.510720325892289
"Aldoc" "X4931429L15Rik" 0.510700820287067
"Agpat5" "Mre11a" 0.51069848423182
"Agpat5" "Ccdc61" 0.51069057271112
"Aldoc" "Gm15694" 0.510685576355553
"Aldoc" "Gm23177" 0.510684761597915
"Aldoc" "X2310010J17Rik" 0.510682122593389
"Aldoc" "Ccdc84" 0.510673247650814
"Aldoc" "Igf1r" 0.510670734621288
"Aldoc" "Gm24802" 0.510663340731012
"Aldoc" "Hsf2" 0.510662517829631
"Agpat5" "Eva1c" 0.510659643571544
"Aldoc" "Twf1" 0.510656796370343
"Aldoc" "Prmt6" 0.510655081609036
"Agpat5" "Pls3" 0.510650891328554
"Agpat5" "Lrrfip2" 0.510649770966305
"Agpat5" "X2700016F22Rik" 0.510647713447333
"Agpat5" "X2700069I18Rik" 0.510647203988767
"Agpat5" "Lztr1" 0.51064455679178
"Aldoc" "Olfr212" 0.510643309823462
"Agpat5" "Samd5" 0.510634493311243
"Aldoc" "Kifc2" 0.510630298814538
"Aldoc" "Camkk2" 0.510622736481444
"Aldoc" "Gnptab" 0.510620899020597
"Agpat5" "H13" 0.510618577103203
"Agpat5" "X5430416O09Rik" 0.510618375845142
"Agpat5" "Gm10182" 0.510618107396974
"Aldoc" "Slc47a1" 0.510616454535635
"Aldoc" "Mblac1" 0.510616017086713
"Agpat5" "Gm13298" 0.51061564981136
"Aldoc" "Cdkn3" 0.510605922195084
"Agpat5" "Mab21l1" 0.510605826137555
"Aldoc" "Gnl3l" 0.510604867917531
"Agpat5" "Fbxo43" 0.510597841898158
"Agpat5" "Cdh5" 0.510596789813124
"Agpat5" "Ccser1" 0.510591679349616
"Aldoc" "Gm16326" 0.510591008269656
"Aldoc" "Tra2b" 0.510588839062929
"Agpat5" "Dctn6" 0.510587772073655
"Agpat5" "Cphx1" 0.510585050431979
"Agpat5" "Agap2" 0.510582548869328
"Agpat5" "Cad" 0.510581836091056
"Agpat5" "Rnd1" 0.510581377101344
"Agpat5" "Camk1d" 0.510575505791158
"Agpat5" "Skida1" 0.510573653130902
"Agpat5" "Aldh1a7" 0.510566752247991
"Agpat5" "Irgm1" 0.510565842045694
"Agpat5" "X5730435O14Rik" 0.510562182268984
"Aldoc" "RP23.344G11.3" 0.510562141958006
"Agpat5" "A930029G22Rik" 0.510561503462905
"Agpat5" "Chn1" 0.510558038370639
"Agpat5" "Cd3g" 0.510557732185129
"Aldoc" "Gm15775" 0.510551743852963
"Aldoc" "BC043934" 0.510549409427402
"Agpat5" "Cbwd1" 0.510548022173234
"Agpat5" "Gm12590" 0.510546848948536
"Agpat5" "Gm13880" 0.510540921500709
"Agpat5" "Hemk1" 0.51053744233693
"Agpat5" "Gm10076" 0.510535200044059
"Agpat5" "Zfp747" 0.510532815683908
"Agpat5" "Slc30a9" 0.510525124733176
"Aldoc" "Gm11340" 0.510523297163556
"Agpat5" "Mrps6" 0.510517415378112
"Aldoc" "Fam98c" 0.510515022490206
"Agpat5" "Shisa4" 0.510508952311579
"Agpat5" "Gm12867" 0.510504195875268
"Agpat5" "Ubr4" 0.510492267322102
"Aldoc" "Cdkal1" 0.510489142271904
"Agpat5" "Stat6" 0.510489085491458
"Agpat5" "Slamf6" 0.510488799428138
"Aldoc" "Dph3" 0.510488428025855
"Aldoc" "Zfp558" 0.510484285068861
"Agpat5" "Slc35a4" 0.510478719393424
"Aldoc" "Nup43" 0.51047472249593
"Aldoc" "Gm16034" 0.510470801023562
"Agpat5" "Gm5697" 0.510464004519942
"Agpat5" "Sympk" 0.510458374425981
"Aldoc" "Pgpep1" 0.510452280221958
"Agpat5" "Gm24119" 0.510449688950173
"Agpat5" "Slc9b1" 0.510444775615603
"Aldoc" "Ssbp4" 0.510443420327502
"Agpat5" "Zbtb25" 0.510438601599288
"Agpat5" "Tulp2" 0.510430248316903
"Aldoc" "Prr16" 0.510430227448521
"Agpat5" "X3010003L21Rik" 0.510429042202076
"Aldoc" "Hist1h3d" 0.510426692708911
"Aldoc" "Usp39" 0.510421277659763
"Aldoc" "Smim7" 0.510419610034689
"Agpat5" "Ppp1cb" 0.510412288506154
"Agpat5" "Elf3" 0.510411861506986
"Aldoc" "Gm26538" 0.510411653816742
"Aldoc" "Glt8d2" 0.510409760008666
"Agpat5" "Pck1" 0.510406691490732
"Aldoc" "Svop" 0.510386040881736
"Agpat5" "Tll1" 0.510382581449808
"Agpat5" "Gm14429" 0.510379766225614
"Aldoc" "Immp2l" 0.51037594068752
"Aldoc" "Aars" 0.5103692570336
"Aldoc" "Rps19" 0.510368058045019
"Aldoc" "Slc35e4" 0.510365237687523
"Aldoc" "Taf1c" 0.510361859820707
"Agpat5" "Ankrd34a" 0.510360549732475
"Agpat5" "Zyg11a" 0.51035683135725
"Agpat5" "Tcp11l1" 0.510356613276098
"Agpat5" "Vps37a" 0.510354912786714
"Agpat5" "X9330136K24Rik" 0.510354611562975
"Agpat5" "Slx4" 0.510348608085729
"Agpat5" "AK129341" 0.510347385598657
"Agpat5" "Zfp358" 0.510345588332333
"Aldoc" "Adamts10" 0.510338811339217
"Agpat5" "Otud5" 0.510334743046115
"Agpat5" "Igkv15.103" 0.510334442386228
"Agpat5" "X1500009L16Rik" 0.510330635367452
"Agpat5" "Pank4" 0.510329726697253
"Agpat5" "Rab23" 0.510327058533029
"Aldoc" "Gm6158" 0.51032269593484
"Agpat5" "Dusp12" 0.510318033417359
"Agpat5" "Gm12696" 0.510311101704462
"Aldoc" "Sgsm3" 0.510302464701285
"Aldoc" "Gm23971" 0.510301751033694
"Agpat5" "Rtn4rl2" 0.510297807303447
"Aldoc" "Prr11" 0.51029539193468
"Agpat5" "Wfdc8" 0.510285726462822
"Aldoc" "Stim2" 0.510271507701953
"Agpat5" "Tff2" 0.510269249562526
"Agpat5" "Gm13607" 0.510264672926895
"Agpat5" "Fcho2" 0.510264196539397
"Aldoc" "Ppil2" 0.510259072714048
"Aldoc" "Sfpq" 0.51025682819557
"Aldoc" "Bag6" 0.510253772492997
"Agpat5" "Tubb6" 0.510253760860902
"Agpat5" "Btbd10" 0.510251221796358
"Aldoc" "Gm3448" 0.51024788762663
"Aldoc" "Col8a1" 0.510243014400158
"Aldoc" "Ceacam10" 0.510240673588497
"Aldoc" "Gm21378" 0.510239843314151
"Agpat5" "Slfn9" 0.510237054997641
"Agpat5" "Chuk" 0.510232487152231
"Agpat5" "Prdm6" 0.510229775103552
"Agpat5" "Zfp672" 0.510224576596198
"Aldoc" "Tnn" 0.510220438764486
"Aldoc" "Nr3c2" 0.510219953814002
"Agpat5" "Nap1l3" 0.510216108860286
"Agpat5" "Igbp1" 0.51021581368578
"Agpat5" "Gm5528" 0.510212936124593
"Aldoc" "Snapc2" 0.510211090340578
"Aldoc" "Rnf24" 0.510208107660197
"Agpat5" "Actr8" 0.510207956871886
"Aldoc" "Cd207" 0.510207472757309
"Agpat5" "Gm15975" 0.510207074082422
"Aldoc" "F12" 0.510202778854635
"Aldoc" "Vkorc1l1" 0.510198982058591
"Agpat5" "Polr1d" 0.51019837161356
"Agpat5" "Gm17142" 0.510196813655419
"Aldoc" "Sec24a" 0.510195862153942
"Agpat5" "Ttc25" 0.510193961970383
"Aldoc" "Hist4h4" 0.510185174332659
"Aldoc" "Mrps12" 0.51018008692873
"Agpat5" "Slc23a2" 0.510177059880295
"Aldoc" "Gm12902" 0.510165918037189
"Aldoc" "Best3" 0.510162288145865
"Agpat5" "Rprd1b" 0.510162125444463
"Aldoc" "Grina" 0.510156272466871
"Agpat5" "Slc25a53" 0.510147379649236
"Aldoc" "Gm9922" 0.510146746255255
"Aldoc" "X4930538K18Rik" 0.510145363828842
"Agpat5" "Cyyr1" 0.510140264689849
"Agpat5" "Mylk3" 0.510137432701468
"Aldoc" "Gm11205" 0.510136852855647
"Aldoc" "Evi5" 0.51013613708873
"Aldoc" "Srrm3" 0.510130337788738
"Aldoc" "Pnp2" 0.510119946957807
"Agpat5" "Gm14490" 0.510118137679634
"Agpat5" "Necab1" 0.510117862775625
"Aldoc" "Ifitm2" 0.510113408666578
"Agpat5" "X1700092C10Rik" 0.510106372298079
"Agpat5" "Tab2" 0.510105907371588
"Agpat5" "Sec31a" 0.510101749886244
"Aldoc" "Cngb1" 0.510101123711796
"Aldoc" "Wbp1" 0.510098001291294
"Aldoc" "Wdr3" 0.510097186170862
"Aldoc" "Fdps" 0.510095276685788
"Aldoc" "Bricd5" 0.510092311470198
"Aldoc" "Morf4l1" 0.51009077542187
"Agpat5" "Slc24a5" 0.510078246038591
"Agpat5" "Meis1" 0.510070729257179
"Agpat5" "Rpl10a" 0.510070077620623
"Aldoc" "Gm15519" 0.510067293178483
"Agpat5" "Gemin2" 0.51006496255374
"Aldoc" "D030047H15Rik" 0.510061763575335
"Aldoc" "Fam69c" 0.510055506961203
"Agpat5" "Gm6404" 0.510050971457057
"Agpat5" "Gm12502" 0.510040398058778
"Agpat5" "Batf3" 0.510037054983365
"Aldoc" "Gm10737" 0.51003129706978
"Agpat5" "Trim43c" 0.510030682066544
"Agpat5" "Hebp2" 0.510021876408476
"Aldoc" "Uroc1" 0.510020167719936
"Agpat5" "Magt1" 0.50999594468369
"Agpat5" "RP23.100J17.7" 0.509986426752243
"Agpat5" "Myl6" 0.50998614542558
"Agpat5" "X1810009N23Rik" 0.50997618212303
"Agpat5" "Tmem261" 0.509969070565918
"Agpat5" "Cwc25" 0.509968997102134
"Aldoc" "Gm22865" 0.509967711297816
"Aldoc" "Zfp866" 0.509963777555993
"Aldoc" "Ms4a1" 0.509961046202492
"Aldoc" "Ipo8" 0.509956835833843
"Aldoc" "Ccni" 0.509956152035336
"Agpat5" "X1700027A07Rik" 0.509955336606042
"Aldoc" "Taf1a" 0.509952273264998
"Aldoc" "Zap70" 0.509949679274624
"Agpat5" "Chsy3" 0.50994873371682
"Aldoc" "Fbxo41" 0.509945966532444
"Aldoc" "Hgf" 0.509945311399575
"Aldoc" "Higd2a" 0.509943221113259
"Aldoc" "Fam155a" 0.509936670187669
"Agpat5" "Plxdc1" 0.509929265930384
"Aldoc" "Tmem220" 0.509928218799998
"Aldoc" "Ankef1" 0.509927392666655
"Agpat5" "Gm7281" 0.509927238099529
"Aldoc" "Cd69" 0.509922317029704
"Aldoc" "Kifap3" 0.509920177582534
"Agpat5" "Crp" 0.509911892023686
"Agpat5" "Chgb" 0.509911116565373
"Agpat5" "X4930509G22Rik" 0.509898792490701
"Agpat5" "Gm12176" 0.509898543599952
"Aldoc" "Dcp1b" 0.509897598940565
"Aldoc" "Hmgcl" 0.50989616207544
"Aldoc" "Tha1" 0.50988490191005
"Aldoc" "Tbx3" 0.509877864435131
"Agpat5" "Ccr3" 0.509876053152256
"Aldoc" "X0610009L18Rik" 0.509875459121741
"Agpat5" "Serac1" 0.509874201777739
"Aldoc" "Tpra1" 0.509871252965611
"Agpat5" "Snora41" 0.509870519015293
"Agpat5" "Ighv1.19" 0.509865166196657
"Agpat5" "Cnr2" 0.509858391552749
"Agpat5" "Pbxip1" 0.509851974307543
"Agpat5" "Gm8741" 0.509845725243168
"Agpat5" "Tesk2" 0.50984298104666
"Aldoc" "Lbp" 0.509836855949082
"Aldoc" "Lrrn4cl" 0.509835875409922
"Agpat5" "Serpina9" 0.509835838116182
"Aldoc" "Mup.ps9" 0.509827299884946
"Aldoc" "Tmtc2" 0.509827252694706
"Aldoc" "Pcdhb8" 0.509826081539284
"Aldoc" "Otud6b" 0.509818917109273
"Aldoc" "Setdb2" 0.509815341528468
"Aldoc" "Pcgf6" 0.509808935127514
"Agpat5" "B230206L02Rik" 0.509800257486987
"Agpat5" "Abhd5" 0.509799782455378
"Aldoc" "Gm9506" 0.50979942496871
"Aldoc" "Gm3756" 0.509793355363638
"Agpat5" "Tcp1" 0.509788044776293
"Aldoc" "Gstm4" 0.509787421219577
"Agpat5" "Ccdc41os1" 0.509786248485294
"Aldoc" "Gm22596" 0.509784680960519
"Aldoc" "Wac" 0.509781695884318
"Agpat5" "Krcc1" 0.509779014038244
"Aldoc" "Exosc8" 0.5097764523569
"Agpat5" "A430106G13Rik" 0.50976066641076
"Agpat5" "Cyp4a12b" 0.509749668762287
"Agpat5" "Mmp11" 0.509748080639047
"Agpat5" "Col6a1" 0.509747811336974
"Agpat5" "Ctnna2" 0.509742399878788
"Aldoc" "Foxj2" 0.509742271209218
"Aldoc" "Dnttip2" 0.50973747728662
"Agpat5" "Rrm2b" 0.509733646217824
"Agpat5" "Cstad" 0.509732779443202
"Aldoc" "Cinp" 0.509731887357314
"Aldoc" "Prps2" 0.509731041736296
"Aldoc" "Tln2" 0.509720803857756
"Aldoc" "Set" 0.509720440964948
"Aldoc" "Xkrx" 0.509718163836314
"Aldoc" "Fam168b" 0.509717547303174
"Agpat5" "Hdac5" 0.509714499270212
"Agpat5" "Gm13453" 0.509711033419738
"Aldoc" "Gm11261" 0.50970598619994
"Agpat5" "Tcf7l2" 0.509695953053188
"Aldoc" "Mup10" 0.509678925579494
"Aldoc" "Duoxa2" 0.509677214275809
"Aldoc" "B3gat2" 0.509676793169792
"Aldoc" "Agr2" 0.509673272163497
"Aldoc" "Sfxn1" 0.509671397880169
"Agpat5" "Ccdc8" 0.509670003498821
"Agpat5" "Mogat2" 0.509666050219278
"Aldoc" "Ctdsp1" 0.509665838528247
"Agpat5" "Sobp" 0.509665644043045
"Agpat5" "Rffl" 0.509660790587932
"Aldoc" "Cdkn1c" 0.509650692672505
"Aldoc" "Khsrp" 0.509646994006346
"Agpat5" "Retsat" 0.509645000285224
"Aldoc" "Sorbs2" 0.509639834539915
"Agpat5" "Ddit3" 0.509639116458464
"Aldoc" "Lgalsl" 0.509635952165266
"Aldoc" "A730046J19Rik" 0.509635566429811
"Agpat5" "D13Ertd608e" 0.509629349697886
"Agpat5" "Gm12816" 0.5096132399511
"Agpat5" "Zfp217" 0.509605606537964
"Aldoc" "Ngdn" 0.50960258720668
"Aldoc" "Nkain3" 0.509598780505429
"Aldoc" "B430218F22Rik" 0.509594558680915
"Agpat5" "Etohd2" 0.509592649316736
"Aldoc" "Insl6" 0.50958977097365
"Aldoc" "Slc25a31" 0.509586001085833
"Agpat5" "Gm9988" 0.50958522915569
"Aldoc" "Gpx4" 0.509577345420884
"Agpat5" "B430212C06Rik" 0.509575027587738
"Aldoc" "Usp24" 0.509569273802044
"Aldoc" "Tmc8" 0.509567751377466
"Aldoc" "Smim14" 0.509564235037586
"Agpat5" "Lyl1" 0.509545679296991
"Agpat5" "Cort" 0.50954279474278
"Aldoc" "Hist2h3c1" 0.50954110361092
"Aldoc" "Ubxn10" 0.50953965088905
"Agpat5" "Smoc1" 0.509536949397946
"Aldoc" "Atm" 0.509527675402935
"Aldoc" "X2610021A01Rik" 0.509527415942874
"Aldoc" "BC031181" 0.509521230938737
"Aldoc" "B230307C23Rik" 0.50951359654053
"Aldoc" "Ampd2" 0.509512938768764
"Agpat5" "Gm12254" 0.50951093410146
"Agpat5" "X4.Sep" 0.509509752200817
"Aldoc" "Fam135a" 0.509509079445243
"Aldoc" "Fbln5" 0.509506465461237
"Agpat5" "X3.Mar" 0.509500050881889
"Agpat5" "Zfp39" 0.509494955788102
"Aldoc" "Gm14372" 0.509489804439034
"Aldoc" "Dnajc10" 0.509472104332757
"Agpat5" "Prrg2" 0.509466065077082
"Aldoc" "Ccl27a" 0.509459720968812
"Agpat5" "Gm14934" 0.509456275250392
"Aldoc" "Bmp1" 0.509451615868817
"Agpat5" "Zfp354a" 0.509451130503741
"Aldoc" "Mettl18" 0.509444711305675
"Aldoc" "X4930598A11Rik" 0.509434007879916
"Aldoc" "Tmprss5" 0.509433615156443
"Agpat5" "S100a6" 0.509432080887345
"Aldoc" "Tor1aip2" 0.50942628724286
"Aldoc" "Sumf2" 0.509419278331234
"Aldoc" "Rpl23" 0.50941924232108
"Aldoc" "Slc35g2" 0.509418920497606
"Aldoc" "Tcaim" 0.509416207758782
"Aldoc" "Cybrd1" 0.50941508878433
"Aldoc" "Adsl" 0.509412662767718
"Agpat5" "Gm9285" 0.50941072378406
"Aldoc" "Tceal5" 0.509409722015725
"Aldoc" "X2310047M10Rik" 0.509408600441662
"Agpat5" "Col1a1" 0.509406350644391
"Agpat5" "Gm3695" 0.509405029270285
"Aldoc" "Efcab5" 0.509402883750834
"Agpat5" "Gm16083" 0.509402561630049
"Agpat5" "Smco1" 0.509401999422422
"Agpat5" "Wrb" 0.509399465882471
"Agpat5" "Hist2h2ac" 0.509398736712132
"Agpat5" "Ccdc166" 0.509398602511819
"Aldoc" "Tonsl" 0.509392665183829
"Aldoc" "Gm13698" 0.509390362264058
"Aldoc" "Gm13606" 0.50938863553849
"Agpat5" "Gm14165" 0.50938790723088
"Agpat5" "Ear11" 0.509386967915764
"Aldoc" "Hus1b" 0.50938136493945
"Aldoc" "Fgf1" 0.509376197413325
"Aldoc" "Neb" 0.509369886126167
"Agpat5" "Trbv16" 0.509367358127793
"Agpat5" "Chst9" 0.509363237167327
"Agpat5" "Gm12352" 0.509361455505602
"Agpat5" "Cep78" 0.509357251896701
"Aldoc" "X4921523L03Rik" 0.509355684307062
"Aldoc" "Rcan3" 0.509352945886412
"Agpat5" "Vps33b" 0.50934613720904
"Agpat5" "RP23.386K20.2" 0.509341473895845
"Aldoc" "Gm22468" 0.509340975442743
"Agpat5" "Mtss1" 0.50933418763215
"Agpat5" "Cep85" 0.509330012028396
"Agpat5" "Senp5" 0.509326145101216
"Aldoc" "Ptch1" 0.509317552821798
"Agpat5" "Scn7a" 0.509312565646129
"Agpat5" "Plekhg3" 0.509311163471731
"Aldoc" "Nek4" 0.509308117255152
"Agpat5" "Exoc3l4" 0.509306757566008
"Agpat5" "Slc17a2" 0.509305252690815
"Agpat5" "Gm16553" 0.509296411018053
"Aldoc" "Mkln1os" 0.509294179491205
"Agpat5" "Duxbl2" 0.509293547789473
"Agpat5" "Rfesd" 0.509293313613593
"Agpat5" "Serinc1" 0.509288116426099
"Agpat5" "Cenpe" 0.509287634569901
"Aldoc" "Chchd5" 0.509287591050736
"Aldoc" "Gm13694" 0.509287261115901
"Aldoc" "Bdkrb1" 0.509286621027243
"Aldoc" "Gm13994" 0.509285321318454
"Agpat5" "Gpatch8" 0.509271285681624
"Aldoc" "X4933404O12Rik" 0.509270029769486
"Aldoc" "Slu7" 0.509269880318962
"Aldoc" "Onecut1" 0.509250441573849
"Aldoc" "Rps2.ps13" 0.509250144579155
"Aldoc" "Rfxap" 0.509243810316373
"Aldoc" "A430105J06Rik" 0.509239744795032
"Aldoc" "Sdr16c5" 0.50923595622333
"Agpat5" "Hnf4a" 0.509234583919564
"Agpat5" "Psmc6" 0.509234209887785
"Aldoc" "Gm16023" 0.509232547859682
"Aldoc" "Gprc5c" 0.50922474861711
"Agpat5" "Adamts1" 0.509210841759272
"Agpat5" "Cxcr2" 0.509210450680376
"Agpat5" "Kdelr1" 0.50920860586533
"Agpat5" "Spock2" 0.509206524812927
"Agpat5" "Ush1g" 0.509205552137617
"Agpat5" "Aard" 0.509204084421142
"Aldoc" "Dhx15" 0.509201867817949
"Agpat5" "Gm15608" 0.509200837759256
"Agpat5" "E030018B13Rik" 0.509200168678627
"Agpat5" "X2210404O07Rik" 0.509197507181867
"Agpat5" "Gm8302" 0.509197207700008
"Agpat5" "Ddhd2" 0.509196757893752
"Agpat5" "Ppp4r2" 0.509196549623823
"Agpat5" "Casp3" 0.509192151031374
"Aldoc" "Gm14284" 0.509187481771085
"Aldoc" "Nxpe4" 0.509181188339213
"Aldoc" "Katnal1" 0.509179080058596
"Agpat5" "Kif9" 0.509179011631637
"Aldoc" "Mbtd1" 0.509159449214906
"Aldoc" "X4930515G13Rik" 0.509153692325634
"Aldoc" "Slc26a11" 0.50915369036535
"Agpat5" "Tnfrsf13b" 0.509152685335822
"Aldoc" "Xk" 0.509151956478986
"Aldoc" "Gm13423" 0.509149123652574
"Agpat5" "RP24.67I21.5" 0.509149116846684
"Aldoc" "Gm13966" 0.509145462900717
"Agpat5" "Amy2a5" 0.509129798716825
"Aldoc" "Tspan2" 0.509127352166002
"Agpat5" "Fosl2" 0.509125981077342
"Aldoc" "Wipi1" 0.509125284558449
"Aldoc" "Ighv1.77" 0.509124399415924
"Agpat5" "Zfp820" 0.509124351959508
"Agpat5" "Gm7535" 0.509119174223783
"Agpat5" "Spic" 0.509108367339015
"Agpat5" "Ddx55" 0.509107153436738
"Aldoc" "Jkamp" 0.509103716078823
"Aldoc" "Ikzf4" 0.509096512063479
"Agpat5" "Kcne3" 0.509088507205585
"Aldoc" "X2610034B18Rik" 0.509087827048517
"Aldoc" "Gm16143" 0.509087109374253
"Agpat5" "Hilpda" 0.509081218056244
"Aldoc" "Kcnj16" 0.509075266702406
"Agpat5" "Stk11ip" 0.50907124658673
"Aldoc" "Dhrs9" 0.509063571939879
"Agpat5" "Fam149b" 0.509060962054092
"Aldoc" "Gls2" 0.509060829395073
"Agpat5" "Faah" 0.509058898413738
"Agpat5" "Gm16485" 0.509057663039908
"Agpat5" "Gm20547" 0.509047551758324
"Aldoc" "Gm26588" 0.509044786926825
"Agpat5" "Cyp3a41b" 0.509042741618877
"Agpat5" "Gm26617" 0.509041239765294
"Aldoc" "Uri1" 0.509035237754384
"Aldoc" "Gm23304" 0.509027504243328
"Aldoc" "Prickle2" 0.50902494658574
"Agpat5" "Exoc6b" 0.509022974362521
"Agpat5" "X4933433G15Rik" 0.509021076533402
"Agpat5" "Trpm5" 0.509014903519357
"Agpat5" "Gm6583" 0.509014785601895
"Agpat5" "Gm12350" 0.509001875960932
"Aldoc" "Lgals1" 0.508998692590483
"Agpat5" "Slc7a9" 0.508991389955871
"Aldoc" "Medag" 0.508989134963527
"Agpat5" "Mum1" 0.508974371054765
"Aldoc" "G430049J08Rik" 0.508973713492854
"Agpat5" "Heatr5b" 0.508972887580289
"Agpat5" "Deaf1" 0.508970640691855
"Aldoc" "Ppfibp2" 0.508968756500185
"Agpat5" "Aig1" 0.508963590917131
"Agpat5" "Gm5784" 0.508950993090665
"Aldoc" "Zc3h12b" 0.508945774727164
"Aldoc" "Manba" 0.508942441689
"Agpat5" "Gm14764" 0.508942319380418
"Agpat5" "Tmem255a" 0.508941492368211
"Aldoc" "H2afy2" 0.508931976976214
"Agpat5" "Grin2b" 0.508923969924542
"Aldoc" "Dnajc3" 0.50892325027644
"Agpat5" "Adam28" 0.508922307182457
"Aldoc" "Gm10036" 0.508913116530989
"Aldoc" "Gm14122" 0.508910912201299
"Aldoc" "Rpl35a.ps5" 0.508910765115388
"Aldoc" "Gm20517" 0.508908827832575
"Aldoc" "Rab10" 0.508902227402291
"Aldoc" "Cenpl" 0.508900521299041
"Aldoc" "Unc5a" 0.508897260851458
"Aldoc" "Col4a2" 0.508887800796304
"Agpat5" "A430108G06Rik" 0.508886302468211
"Aldoc" "Gm16364" 0.508876613844345
"Agpat5" "S100g" 0.508875668694599
"Agpat5" "Gm24427" 0.508874108488355
"Aldoc" "Gm14435" 0.508867848343441
"Agpat5" "Ppm1l" 0.508866793194268
"Aldoc" "Lsm7" 0.508866228844002
"Agpat5" "Sox10" 0.508865223797572
"Agpat5" "Ydjc" 0.508861670637396
"Agpat5" "Rims4" 0.508861566136059
"Aldoc" "Dnajc28" 0.508861041544316
"Agpat5" "Gm15361" 0.508858420944628
"Aldoc" "Cyth1" 0.50885475397894
"Aldoc" "Bcl2l1" 0.508854709355848
"Agpat5" "Elp6" 0.508853371034327
"Aldoc" "Sh2d5" 0.508852480958763
"Aldoc" "Timm22" 0.508848978391842
"Agpat5" "Gba2" 0.508843561942156
"Aldoc" "X1700021F05Rik" 0.508841264829452
"Agpat5" "X2610305D13Rik" 0.508840458676431
"Agpat5" "Tfpi2" 0.508838848401835
"Aldoc" "Cnp" 0.508834111599959
"Agpat5" "Hba.ps4" 0.508828084568153
"Agpat5" "Tmem191c" 0.508824990213223
"Agpat5" "Rnf17" 0.508822707377379
"Aldoc" "Lrfn1" 0.508821501442916
"Agpat5" "Orm3" 0.50882119985089
"Aldoc" "Ppm1k" 0.508819510780477
"Aldoc" "Abcb1b" 0.508818322520827
"Aldoc" "Slc34a2" 0.50881760335243
"Aldoc" "Wdr52" 0.508810000839005
"Aldoc" "Map3k4" 0.508807046488069
"Agpat5" "Gas8" 0.508804999528165
"Agpat5" "Unc93b1" 0.508804704523195
"Agpat5" "Sel1l3" 0.508802940299006
"Aldoc" "Gm22662" 0.508801831589343
"Aldoc" "Gm12060" 0.508799670284539
"Aldoc" "Gm21911" 0.508794685044766
"Aldoc" "Arfgef2" 0.508787631889649
"Agpat5" "Cdh11" 0.508787490367035
"Agpat5" "Spns3" 0.508787140865037
"Agpat5" "Guca2a" 0.508786839702295
"Agpat5" "Aup1" 0.508786830254814
"Agpat5" "Tceb1" 0.508781904423699
"Aldoc" "Gm10311" 0.508777783158609
"Agpat5" "Dcun1d2" 0.50877374977098
"Aldoc" "Elof1" 0.508771332869828
"Agpat5" "Rbm12b1" 0.508769501836319
"Agpat5" "Trim12a" 0.508765975239822
"Agpat5" "Gm13904" 0.508764533065757
"Agpat5" "Sh3glb2" 0.508761092193035
"Agpat5" "Gm5506" 0.508749344509084
"Agpat5" "Gm22661" 0.508748313244791
"Agpat5" "Crot" 0.50874813566535
"Agpat5" "Gm9939" 0.508746049456093
"Agpat5" "Pigx" 0.508745826789878
"Aldoc" "Tada2b" 0.508743248740068
"Agpat5" "Cdca7l" 0.508741342951725
"Aldoc" "Memo1" 0.508730779727374
"Agpat5" "Polrmt" 0.508729961647657
"Aldoc" "X8430429K09Rik" 0.508729093657514
"Aldoc" "X1010001N08Rik" 0.508727632667282
"Aldoc" "Ly6k" 0.508724764429064
"Agpat5" "Ltf" 0.50871687956128
"Agpat5" "Crtc3" 0.508716535817287
"Aldoc" "Mreg" 0.508711348025591
"Agpat5" "Scap" 0.508710715719396
"Aldoc" "BC065397.1" 0.508709145706287
"Agpat5" "Simc1" 0.50870274600596
